id,solid,oneway,water,ladder,star_block,slope,gx,gy
73,1,0,0,0,0,0,9,4
74,1,0,0,0,0,0,10,4
75,1,0,0,0,0,0,11,4
76,1,0,0,0,0,0,12,4
77,1,0,0,0,0,0,13,4
78,1,0,0,0,0,0,14,4
79,1,0,0,0,0,0,15,4
80,1,0,0,0,0,0,0,5
81,1,0,0,0,0,0,1,5
82,1,0,0,0,0,0,2,5
83,1,0,0,0,0,0,3,5
84,1,0,0,0,0,0,4,5
85,1,0,0,0,0,0,5,5
86,1,0,0,0,0,0,6,5
87,1,0,0,0,0,0,7,5
88,1,0,0,0,0,0,8,5
89,1,0,0,0,0,0,9,5
90,1,0,0,0,0,0,10,5
91,1,0,0,0,0,0,11,5
92,1,0,0,0,0,0,12,5
93,1,0,0,0,0,0,13,5
94,1,0,0,0,0,0,14,5
95,1,0,0,0,0,0,15,5
96,1,0,0,0,0,0,0,6
97,1,0,0,0,0,0,1,6
98,1,0,0,0,0,0,2,6
99,1,0,0,0,0,0,3,6
100,1,0,0,0,0,0,4,6
101,1,0,0,0,0,0,5,6
102,1,0,0,0,0,0,6,6
103,1,0,0,0,0,0,7,6
104,1,0,0,0,0,0,8,6
105,1,0,0,0,0,0,9,6
106,1,0,0,0,0,0,10,6
107,1,0,0,0,0,0,11,6
108,1,0,0,0,0,0,12,6
109,0,0,0,0,0,0,13,6
110,0,0,0,0,0,3,14,6
111,0,0,0,0,0,0,15,6
112,1,0,0,0,0,0,0,7
113,0,0,0,0,0,3,1,7
114,1,0,0,0,0,0,2,7
115,0,0,0,0,0,0,3,7
116,0,0,0,0,0,0,4,7
117,1,0,0,0,0,0,5,7
118,1,0,0,0,0,0,6,7
119,1,0,0,0,0,0,7,7
120,1,0,0,0,0,0,8,7
121,0,0,0,0,0,0,9,7
122,0,0,0,0,0,0,10,7
123,0,0,0,0,0,0,11,7
124,0,0,0,0,0,0,12,7
125,1,0,0,0,0,0,13,7
126,1,0,0,0,0,0,14,7
127,1,0,0,0,0,0,15,7
128,1,0,0,0,0,0,0,8
129,1,0,0,0,0,0,1,8
130,1,0,0,0,0,0,2,8
131,1,0,0,0,0,0,3,8
132,1,0,0,0,0,0,4,8
133,1,0,0,0,0,0,5,8
134,1,0,0,0,0,0,6,8
135,0,0,0,0,0,0,7,8
136,0,0,0,0,1,0,8,8
137,1,0,0,0,0,0,9,8
138,1,0,0,0,0,0,10,8
139,1,0,0,0,0,0,11,8
140,0,0,0,0,0,0,12,8
141,1,0,0,0,0,0,13,8
142,1,0,0,0,0,0,14,8
143,1,0,0,0,0,0,15,8
144,1,0,0,0,0,0,0,9
145,1,0,0,0,0,0,1,9
146,1,0,0,0,0,0,2,9
147,0,0,0,0,0,0,3,9
148,0,0,0,0,0,0,4,9
149,0,0,0,0,0,0,5,9
150,0,0,0,0,0,0,6,9
151,0,0,0,0,0,0,7,9
152,0,0,0,0,0,0,8,9
153,0,0,0,0,0,0,9,9
154,0,0,0,0,0,0,10,9
155,0,0,0,0,0,0,11,9
156,0,0,0,0,0,0,12,9
157,0,0,0,0,0,0,13,9
158,0,0,0,0,0,0,14,9
159,0,0,0,0,0,0,15,9
160,0,0,0,0,0,0,0,10
161,0,0,0,0,0,0,1,10
162,0,0,0,0,0,0,2,10
163,0,0,0,0,0,0,3,10
164,0,0,0,0,0,0,4,10
165,0,0,0,0,0,0,5,10
166,0,0,0,0,0,0,6,10
167,0,0,0,0,0,0,7,10
168,0,0,0,0,0,0,8,10
169,0,0,0,0,0,0,9,10
170,0,0,0,0,0,0,10,10
171,0,0,0,0,0,0,11,10
172,0,0,0,0,0,0,12,10
173,0,0,0,0,0,0,13,10
174,0,0,0,0,0,0,14,10
175,0,0,0,0,0,0,15,10
176,0,0,0,0,0,0,0,11
177,0,0,0,0,0,0,1,11
178,0,0,0,0,0,0,2,11
179,0,0,0,0,0,0,3,11
180,0,0,0,0,0,0,4,11
181,0,0,0,0,0,0,5,11
182,0,0,0,0,0,0,6,11
183,1,0,0,0,0,0,7,11
184,1,0,0,0,0,0,8,11
185,1,0,0,0,0,0,9,11
186,1,0,0,0,0,0,10,11
187,1,0,0,0,0,0,11,11
188,1,0,0,0,0,0,12,11
189,1,0,0,0,0,0,13,11
190,1,0,0,0,0,0,14,11
191,1,0,0,0,0,0,15,11
192,1,0,0,0,0,0,0,12
193,1,0,0,0,0,0,1,12
194,1,0,0,0,0,0,2,12
195,1,0,0,0,0,0,3,12
196,1,0,0,0,0,0,4,12
197,1,0,0,0,0,0,5,12
198,1,0,0,0,0,0,6,12
199,1,0,0,0,0,0,7,12
200,1,0,0,0,0,0,8,12
201,1,0,0,0,0,0,9,12
